Date,TeamA,TeamB,ScoreA,ScoreB,Sex,TournamentName,year,Venue,WinningTeam
2022/11/19,Cameroon,Angola,19,29,W,AfricanChampionship,2022,Senegal,Angola
2000/08/10,South Korea,Kazakhstan,30,18,W,AsianChampionship,2000,China,South Korea
2000/08/10,Japan,Chinese Taipei,27,12,W,AsianChampionship,2000,China,Japan
2000/08/11,South Korea,Chinese Taipei,33,9,W,AsianChampionship,2000,China,South Korea
2000/08/11,Japan,Kazakhstan,25,23,W,AsianChampionship,2000,China,Japan
2000/08/13,Kazakhstan,Chinese Taipei,30,16,W,AsianChampionship,2000,China,Kazakhstan
2000/08/13,South Korea,Japan,28,19,W,AsianChampionship,2000,China,South Korea
2000/08/10,China,North Korea,28,24,W,AsianChampionship,2000,China,China
2000/08/11,North Korea,India,51,11,W,AsianChampionship,2000,China,North Korea
2000/08/13,China,India,48,11,W,AsianChampionship,2000,China,China
2000/08/16,Kazakhstan,India,48,10,W,AsianChampionship,2000,China,Kazakhstan
2000/08/15,South Korea,North Korea,29,23,W,AsianChampionship,2000,China,South Korea
2000/08/15,China,Japan,21,24,W,AsianChampionship,2000,China,Japan
2000/08/17,North Korea,China,24,18,W,AsianChampionship,2000,China,North Korea
2000/08/17,South Korea,Japan,33,23,W,AsianChampionship,2000,China,South Korea
2002/07/26,South Korea,China,32,17,W,AsianChampionship,2002,Kazakhstan,South Korea
2002/07/27,South Korea,Turkmenistan,42,13,W,AsianChampionship,2002,Kazakhstan,South Korea
2002/07/28,China,Turkmenistan,44,12,W,AsianChampionship,2002,Kazakhstan,China
2002/07/26,Japan,Chinese Taipei,22,17,W,AsianChampionship,2002,Kazakhstan,Japan
2002/07/26,Kazakhstan,Uzbekistan,35,22,W,AsianChampionship,2002,Kazakhstan,Kazakhstan
2002/07/27,Japan,Uzbekistan,53,19,W,AsianChampionship,2002,Kazakhstan,Japan
2002/07/27,Kazakhstan,Chinese Taipei,29,15,W,AsianChampionship,2002,Kazakhstan,Kazakhstan
2002/07/28,Japan,Kazakhstan,24,27,W,AsianChampionship,2002,Kazakhstan,Kazakhstan
2002/07/28,Chinese Taipei,Uzbekistan,37,21,W,AsianChampionship,2002,Kazakhstan,Chinese Taipei
2002/07/30,Turkmenistan,Chinese Taipei,28,31,W,AsianChampionship,2002,Kazakhstan,Chinese Taipei
2002/07/30,South Korea,Japan,31,22,W,AsianChampionship,2002,Kazakhstan,South Korea
2002/07/30,Kazakhstan,China,25,21,W,AsianChampionship,2002,Kazakhstan,Kazakhstan
2002/07/31,Japan,China,23,29,W,AsianChampionship,2002,Kazakhstan,China
2002/07/31,South Korea,Kazakhstan,25,27,W,AsianChampionship,2002,Kazakhstan,Kazakhstan
2004/07/23,South Korea,Chinese Taipei,34,27,W,AsianChampionship,2004,Japan,South Korea
2004/07/23,China,Japan,23,30,W,AsianChampionship,2004,Japan,Japan
2004/07/24,Japan,Chinese Taipei,35,18,W,AsianChampionship,2004,Japan,Japan
2004/07/24,South Korea,China,25,26,W,AsianChampionship,2004,Japan,China
2004/07/25,China,Chinese Taipei,42,28,W,AsianChampionship,2004,Japan,China
2004/07/25,Japan,South Korea,31,23,W,AsianChampionship,2004,Japan,Japan
2006/07/01,South Korea,Kazakhstan,39,16,W,AsianChampionship,2006,China,South Korea
2006/07/01,Japan,China,27,29,W,AsianChampionship,2006,China,China
2006/07/03,Japan,South Korea,23,31,W,AsianChampionship,2006,China,South Korea
2006/07/03,China,Kazakhstan,34,18,W,AsianChampionship,2006,China,China
2006/07/05,Japan,Kazakhstan,41,22,W,AsianChampionship,2006,China,Japan
2006/07/05,China,South Korea,26,27,W,AsianChampionship,2006,China,South Korea
2008/11/21,South Korea,Uzbekistan,57,26,W,AsianChampionship,2008,Thailand,South Korea
2008/11/21,Kazakhstan,Iran,41,18,W,AsianChampionship,2008,Thailand,Kazakhstan
2008/11/22,Japan,Uzbekistan,47,14,W,AsianChampionship,2008,Thailand,Japan
2008/11/22,South Korea,Kazakhstan,32,29,W,AsianChampionship,2008,Thailand,South Korea
2008/11/23,Japan,Iran,42,20,W,AsianChampionship,2008,Thailand,Japan
2008/11/24,Kazakhstan,Uzbekistan,42,12,W,AsianChampionship,2008,Thailand,Kazakhstan
2008/11/24,South Korea,Iran,48,15,W,AsianChampionship,2008,Thailand,South Korea
2008/11/25,Japan,Kazakhstan,31,23,W,AsianChampionship,2008,Thailand,Japan
2008/11/26,Uzbekistan,Iran,26,29,W,AsianChampionship,2008,Thailand,Iran
2008/11/26,South Korea,Japan,39,27,W,AsianChampionship,2008,Thailand,South Korea
2008/11/21,Thailand,Qatar,34,23,W,AsianChampionship,2008,Thailand,Thailand
2008/11/21,China,India,42,12,W,AsianChampionship,2008,Thailand,China
2008/11/22,China,Qatar,38,14,W,AsianChampionship,2008,Thailand,China
2008/11/22,India,Vietnam,27,29,W,AsianChampionship,2008,Thailand,Vietnam
2008/11/23,Thailand,Vietnam,29,20,W,AsianChampionship,2008,Thailand,Thailand
2008/11/24,India,Qatar,37,23,W,AsianChampionship,2008,Thailand,India
2008/11/24,China,Vietnam,54,19,W,AsianChampionship,2008,Thailand,China
2008/11/25,Thailand,India,42,32,W,AsianChampionship,2008,Thailand,Thailand
2008/11/26,China,Thailand,35,16,W,AsianChampionship,2008,Thailand,China
2008/11/26,Qatar,Vietnam,22,38,W,AsianChampionship,2008,Thailand,Vietnam
2008/11/29,Uzbekistan,Qatar,10,0,W,AsianChampionship,2008,Thailand,Uzbekistan
2008/11/29,Iran,India,34,30,W,AsianChampionship,2008,Thailand,Iran
2008/11/29,Kazakhstan,Vietnam,43,18,W,AsianChampionship,2008,Thailand,Kazakhstan
2008/11/28,South Korea,Thailand,38,17,W,AsianChampionship,2008,Thailand,South Korea
2008/11/28,China,Japan,29,28,W,AsianChampionship,2008,Thailand,China
2008/11/30,Thailand,Japan,16,39,W,AsianChampionship,2008,Thailand,Japan
2008/11/30,South Korea,China,35,23,W,AsianChampionship,2008,Thailand,South Korea
2010/12/19,China,Kazakhstan,22,25,W,AsianChampionship,2010,Kazakhstan,Kazakhstan
2010/12/20,Iran,North Korea,22,47,W,AsianChampionship,2010,Kazakhstan,North Korea
2010/12/21,China,North Korea,33,27,W,AsianChampionship,2010,Kazakhstan,China
2010/12/21,Kazakhstan,Iran,35,13,W,AsianChampionship,2010,Kazakhstan,Kazakhstan
2010/12/22,China,Iran,46,17,W,AsianChampionship,2010,Kazakhstan,China
2010/12/22,Kazakhstan,North Korea,35,31,W,AsianChampionship,2010,Kazakhstan,Kazakhstan
2010/12/19,Thailand,Uzbekistan,25,31,W,AsianChampionship,2010,Kazakhstan,Uzbekistan
2010/12/20,Japan,Uzbekistan,57,22,W,AsianChampionship,2010,Kazakhstan,Japan
2010/12/20,South Korea,Thailand,38,11,W,AsianChampionship,2010,Kazakhstan,South Korea
2010/12/21,South Korea,Uzbekistan,60,16,W,AsianChampionship,2010,Kazakhstan,South Korea
2010/12/21,Japan,Thailand,38,17,W,AsianChampionship,2010,Kazakhstan,Japan
2010/12/22,South Korea,Japan,22,22,W,AsianChampionship,2010,Kazakhstan,Draw
2010/12/24,Iran,Thailand,20,30,W,AsianChampionship,2010,Kazakhstan,Thailand
2010/12/24,North Korea,Uzbekistan,52,21,W,AsianChampionship,2010,Kazakhstan,North Korea
2010/12/23,Kazakhstan,Japan,29,24,W,AsianChampionship,2010,Kazakhstan,Kazakhstan
2010/12/23,South Korea,China,31,26,W,AsianChampionship,2010,Kazakhstan,South Korea
2010/12/25,Japan,China,25,26,W,AsianChampionship,2010,Kazakhstan,China
2010/12/25,Kazakhstan,South Korea,33,32,W,AsianChampionship,2010,Kazakhstan,Kazakhstan
2012/12/07,Chinese Taipei,South Korea,7,40,W,AsianChampionship,2012,Indonesia,South Korea
2012/12/07,Iran,Indonesia,53,4,W,AsianChampionship,2012,Indonesia,Iran
2012/12/07,China,North Korea,29,20,W,AsianChampionship,2012,Indonesia,China
2012/12/08,China,Chinese Taipei,31,14,W,AsianChampionship,2012,Indonesia,China
2012/12/08,North Korea,Iran,36,20,W,AsianChampionship,2012,Indonesia,North Korea
2012/12/08,South Korea,Indonesia,63,3,W,AsianChampionship,2012,Indonesia,South Korea
2012/12/09,Indonesia,China,2,66,W,AsianChampionship,2012,Indonesia,China
2012/12/09,South Korea,Iran,41,16,W,AsianChampionship,2012,Indonesia,South Korea
2012/12/09,North Korea,Chinese Taipei,41,23,W,AsianChampionship,2012,Indonesia,North Korea
2012/12/11,Iran,China,15,37,W,AsianChampionship,2012,Indonesia,China
2012/12/11,Chinese Taipei,Indonesia,44,4,W,AsianChampionship,2012,Indonesia,Chinese Taipei
2012/12/11,North Korea,South Korea,18,33,W,AsianChampionship,2012,Indonesia,South Korea
2012/12/12,Iran,Chinese Taipei,25,29,W,AsianChampionship,2012,Indonesia,Chinese Taipei
2012/12/12,Indonesia,North Korea,2,73,W,AsianChampionship,2012,Indonesia,North Korea
2012/12/12,South Korea,China,30,28,W,AsianChampionship,2012,Indonesia,South Korea
2012/12/07,Kazakhstan,India,42,17,W,AsianChampionship,2012,Indonesia,Kazakhstan
2012/12/07,Japan,Kuwait,69,1,W,AsianChampionship,2012,Indonesia,Japan
2012/12/08,Kuwait,Kazakhstan,1,70,W,AsianChampionship,2012,Indonesia,Kazakhstan
2012/12/08,Turkmenistan,India,25,26,W,AsianChampionship,2012,Indonesia,India
2012/12/08,Japan,Uzbekistan,31,27,W,AsianChampionship,2012,Indonesia,Japan
2012/12/09,Kazakhstan,Turkmenistan,34,15,W,AsianChampionship,2012,Indonesia,Kazakhstan
2012/12/09,India,Japan,18,48,W,AsianChampionship,2012,Indonesia,Japan
2012/12/09,Uzbekistan,Kuwait,64,7,W,AsianChampionship,2012,Indonesia,Uzbekistan
2012/12/10,Uzbekistan,Turkmenistan,26,14,W,AsianChampionship,2012,Indonesia,Uzbekistan
2012/12/11,Turkmenistan,Japan,8,37,W,AsianChampionship,2012,Indonesia,Japan
2012/12/11,Kuwait,India,6,63,W,AsianChampionship,2012,Indonesia,India
2012/12/11,Uzbekistan,Kazakhstan,30,39,W,AsianChampionship,2012,Indonesia,Kazakhstan
2012/12/12,India,Uzbekistan,23,36,W,AsianChampionship,2012,Indonesia,Uzbekistan
2012/12/12,Turkmenistan,Kuwait,42,5,W,AsianChampionship,2012,Indonesia,Turkmenistan
2012/12/12,Kazakhstan,Japan,23,27,W,AsianChampionship,2012,Indonesia,Japan
2012/12/14,Iran,Kuwait,53,5,W,AsianChampionship,2012,Indonesia,Iran
2012/12/14,Turkmenistan,Indonesia,40,9,W,AsianChampionship,2012,Indonesia,Turkmenistan
2012/12/15,Kuwait,Indonesia,21,26,W,AsianChampionship,2012,Indonesia,Indonesia
2012/12/15,Iran,Turkmenistan,23,18,W,AsianChampionship,2012,Indonesia,Iran
2012/12/14,North Korea,India,46,24,W,AsianChampionship,2012,Indonesia,North Korea
2012/12/14,Uzbekistan,Chinese Taipei,32,23,W,AsianChampionship,2012,Indonesia,Uzbekistan
2012/12/15,India,Chinese Taipei,24,40,W,AsianChampionship,2012,Indonesia,Chinese Taipei
2012/12/15,North Korea,Uzbekistan,41,28,W,AsianChampionship,2012,Indonesia,North Korea
2012/12/14,South Korea,Kazakhstan,34,21,W,AsianChampionship,2012,Indonesia,South Korea
2012/12/14,Japan,China,25,28,W,AsianChampionship,2012,Indonesia,China
2012/12/16,Kazakhstan,Japan,20,21,W,AsianChampionship,2012,Indonesia,Japan
2012/12/16,South Korea,China,40,22,W,AsianChampionship,2012,Indonesia,South Korea
2015/03/14,Iran,South Korea,11,60,W,AsianChampionship,2015,Indonesia,South Korea
2015/03/15,Iran,Japan,11,45,W,AsianChampionship,2015,Indonesia,Japan
2015/03/16,Japan,India,51,8,W,AsianChampionship,2015,Indonesia,Japan
2015/03/18,India,South Korea,10,50,W,AsianChampionship,2015,Indonesia,South Korea
2015/03/19,India,Iran,24,42,W,AsianChampionship,2015,Indonesia,Iran
2015/03/19,South Korea,Japan,32,20,W,AsianChampionship,2015,Indonesia,South Korea
2015/03/14,Uzbekistan,China,15,42,W,AsianChampionship,2015,Indonesia,China
2015/03/14,Indonesia,Hong Kong,10,39,W,AsianChampionship,2015,Indonesia,Hong Kong
2015/03/15,Uzbekistan,Kazakhstan,23,40,W,AsianChampionship,2015,Indonesia,Kazakhstan
2015/03/15,China,Hong Kong,42,11,W,AsianChampionship,2015,Indonesia,China
2015/03/16,Kazakhstan,Indonesia,68,5,W,AsianChampionship,2015,Indonesia,Kazakhstan
2015/03/16,Hong Kong,Uzbekistan,16,35,W,AsianChampionship,2015,Indonesia,Uzbekistan
2015/03/18,Kazakhstan,Hong Kong,37,10,W,AsianChampionship,2015,Indonesia,Kazakhstan
2015/03/18,Indonesia,China,4,61,W,AsianChampionship,2015,Indonesia,China
2015/03/19,Indonesia,Uzbekistan,6,73,W,AsianChampionship,2015,Indonesia,Uzbekistan
2015/03/19,China,Kazakhstan,29,33,W,AsianChampionship,2015,Indonesia,Kazakhstan
2015/03/21,Iran,Hong Kong,22,14,W,AsianChampionship,2015,Indonesia,Iran
2015/03/21,Uzbekistan,India,45,22,W,AsianChampionship,2015,Indonesia,Uzbekistan
2015/03/22,Hong Kong,India,22,28,W,AsianChampionship,2015,Indonesia,India
2015/03/22,Iran,Uzbekistan,18,30,W,AsianChampionship,2015,Indonesia,Uzbekistan
2015/03/21,South Korea,China,42,23,W,AsianChampionship,2015,Indonesia,South Korea
2015/03/21,Kazakhstan,Japan,21,37,W,AsianChampionship,2015,Indonesia,Japan
2015/03/23,China,Kazakhstan,28,25,W,AsianChampionship,2015,Indonesia,China
2015/03/23,South Korea,Japan,36,22,W,AsianChampionship,2015,Indonesia,South Korea
2017/03/13,China,Iran,33,8,W,AsianChampionship,2017,South Korea,China
2017/03/13,South Korea,Vietnam,48,11,W,AsianChampionship,2017,South Korea,South Korea
2017/03/15,Vietnam,China,10,40,W,AsianChampionship,2017,South Korea,China
2017/03/15,Iran,South Korea,22,44,W,AsianChampionship,2017,South Korea,South Korea
2017/03/17,Iran,Vietnam,31,33,W,AsianChampionship,2017,South Korea,Vietnam
2017/03/17,South Korea,China,43,24,W,AsianChampionship,2017,South Korea,South Korea
2017/03/14,Kazakhstan,Uzbekistan,35,22,W,AsianChampionship,2017,South Korea,Kazakhstan
2017/03/14,Japan,Hong Kong,37,7,W,AsianChampionship,2017,South Korea,Japan
2017/03/16,Hong Kong,Kazakhstan,13,35,W,AsianChampionship,2017,South Korea,Kazakhstan
2017/03/16,Uzbekistan,Japan,16,39,W,AsianChampionship,2017,South Korea,Japan
2017/03/18,Uzbekistan,Hong Kong,29,19,W,AsianChampionship,2017,South Korea,Uzbekistan
2017/03/18,Japan,Kazakhstan,28,14,W,AsianChampionship,2017,South Korea,Japan
2017/03/20,Vietnam,Hong Kong,30,24,W,AsianChampionship,2017,South Korea,Vietnam
2017/03/20,Uzbekistan,Iran,29,28,W,AsianChampionship,2017,South Korea,Uzbekistan
2017/03/20,South Korea,Kazakhstan,41,20,W,AsianChampionship,2017,South Korea,South Korea
2017/03/20,Japan,China,27,26,W,AsianChampionship,2017,South Korea,Japan
2017/03/21,Hong Kong,Iran,18,31,W,AsianChampionship,2017,South Korea,Iran
2017/03/21,Vietnam,Uzbekistan,29,41,W,AsianChampionship,2017,South Korea,Uzbekistan
2017/03/22,Kazakhstan,China,26,34,W,AsianChampionship,2017,South Korea,China
2017/03/22,South Korea,Japan,30,20,W,AsianChampionship,2017,South Korea,South Korea
2018/11/30,Australia,Kazakhstan,24,32,W,AsianChampionship,2018,Japan,Kazakhstan
2018/11/30,New Zealand,Japan,5,41,W,AsianChampionship,2018,Japan,Japan
2018/12/01,Iran,Kazakhstan,26,41,W,AsianChampionship,2018,Japan,Kazakhstan
2018/12/01,Australia,Japan,18,37,W,AsianChampionship,2018,Japan,Japan
2018/12/02,Kazakhstan,New Zealand,51,14,W,AsianChampionship,2018,Japan,Kazakhstan
2018/12/02,Australia,Iran,29,24,W,AsianChampionship,2018,Japan,Australia
2018/12/04,New Zealand,Australia,12,28,W,AsianChampionship,2018,Japan,Australia
2018/12/04,Iran,Japan,8,31,W,AsianChampionship,2018,Japan,Japan
2018/12/05,New Zealand,Iran,19,38,W,AsianChampionship,2018,Japan,Iran
2018/12/05,Japan,Kazakhstan,31,24,W,AsianChampionship,2018,Japan,Japan
2018/11/30,Singapore,China,7,35,W,AsianChampionship,2018,Japan,China
2018/11/30,India,South Korea,10,37,W,AsianChampionship,2018,Japan,South Korea
2018/12/01,Hong Kong,China,10,36,W,AsianChampionship,2018,Japan,China
2018/12/01,Singapore,South Korea,9,41,W,AsianChampionship,2018,Japan,South Korea
2018/12/02,China,India,29,12,W,AsianChampionship,2018,Japan,China
2018/12/02,Singapore,Hong Kong,12,25,W,AsianChampionship,2018,Japan,Hong Kong
2018/12/04,Hong Kong,South Korea,17,37,W,AsianChampionship,2018,Japan,South Korea
2018/12/04,India,Singapore,22,17,W,AsianChampionship,2018,Japan,India
2018/12/05,South Korea,China,24,21,W,AsianChampionship,2018,Japan,South Korea
2018/12/05,India,Hong Kong,29,30,W,AsianChampionship,2018,Japan,Hong Kong
2018/12/07,Australia,India,31,27,W,AsianChampionship,2018,Japan,Australia
2018/12/07,Hong Kong,Iran,17,19,W,AsianChampionship,2018,Japan,Iran
2018/12/07,South Korea,Kazakhstan,31,23,W,AsianChampionship,2018,Japan,South Korea
2018/12/07,Japan,China,23,21,W,AsianChampionship,2018,Japan,Japan
2018/12/07,New Zealand,Singapore,18,20,W,AsianChampionship,2018,Japan,Singapore
2018/12/08,India,Hong Kong,27,31,W,AsianChampionship,2018,Japan,Hong Kong
2018/12/08,Australia,Iran,30,24,W,AsianChampionship,2018,Japan,Australia
2018/12/09,Kazakhstan,China,21,27,W,AsianChampionship,2018,Japan,China
2018/12/09,South Korea,Japan,30,25,W,AsianChampionship,2018,Japan,South Korea
2021/09/15,Kazakhstan,Singapore,33,18,W,AsianChampionship,2021,Jordan,Kazakhstan
2021/09/15,South Korea,Uzbekistan,45,19,W,AsianChampionship,2021,Jordan,South Korea
2021/09/16,Kazakhstan,Hong Kong,31,29,W,AsianChampionship,2021,Jordan,Kazakhstan
2021/09/16,South Korea,Singapore,39,9,W,AsianChampionship,2021,Jordan,South Korea
2021/09/18,Singapore,Hong Kong,16,26,W,AsianChampionship,2021,Jordan,Hong Kong
2021/09/18,Uzbekistan,Kazakhstan,28,31,W,AsianChampionship,2021,Jordan,Kazakhstan
2021/09/19,Singapore,Uzbekistan,16,33,W,AsianChampionship,2021,Jordan,Uzbekistan
2021/09/19,South Korea,Hong Kong,40,10,W,AsianChampionship,2021,Jordan,South Korea
2021/09/21,Hong Kong,Uzbekistan,30,27,W,AsianChampionship,2021,Jordan,Hong Kong
2021/09/21,Kazakhstan,South Korea,20,40,W,AsianChampionship,2021,Jordan,South Korea
2021/09/15,Japan,Iran,23,20,W,AsianChampionship,2021,Jordan,Japan
2021/09/15,Palestine,Jordan,7,45,W,AsianChampionship,2021,Jordan,Jordan
2021/09/15,Kuwait,Syria,28,32,W,AsianChampionship,2021,Jordan,Syria
2021/09/16,Iran,Kuwait,38,11,W,AsianChampionship,2021,Jordan,Iran
2021/09/16,Jordan,Syria,28,24,W,AsianChampionship,2021,Jordan,Jordan
2021/09/16,Japan,Palestine,56,1,W,AsianChampionship,2021,Jordan,Japan
2021/09/18,Iran,Palestine,52,9,W,AsianChampionship,2021,Jordan,Iran
2021/09/18,Syria,Japan,7,42,W,AsianChampionship,2021,Jordan,Japan
2021/09/18,Jordan,Kuwait,28,11,W,AsianChampionship,2021,Jordan,Jordan
2021/09/19,Palestine,Syria,13,47,W,AsianChampionship,2021,Jordan,Syria
2021/09/19,Kuwait,Japan,5,52,W,AsianChampionship,2021,Jordan,Japan
2021/09/19,Iran,Jordan,28,22,W,AsianChampionship,2021,Jordan,Iran
2021/09/21,Syria,Iran,19,38,W,AsianChampionship,2021,Jordan,Iran
2021/09/21,Jordan,Japan,8,43,W,AsianChampionship,2021,Jordan,Japan
2021/09/21,Kuwait,Palestine,28,20,W,AsianChampionship,2021,Jordan,Kuwait
2021/09/23,Singapore,Kuwait,24,15,W,AsianChampionship,2021,Jordan,Singapore
2021/09/23,Uzbekistan,Jordan,34,26,W,AsianChampionship,2021,Jordan,Uzbekistan
2021/09/23,Syria,Hong Kong,24,34,W,AsianChampionship,2021,Jordan,Hong Kong
2021/09/23,South Korea,Iran,46,21,W,AsianChampionship,2021,Jordan,South Korea
2021/09/23,Japan,Kazakhstan,38,24,W,AsianChampionship,2021,Jordan,Japan
2021/09/25,Jordan,Syria,22,21,W,AsianChampionship,2021,Jordan,Jordan
2021/09/25,Uzbekistan,Hong Kong,28,25,W,AsianChampionship,2021,Jordan,Uzbekistan
2021/09/25,Iran,Kazakhstan,33,38,W,AsianChampionship,2021,Jordan,Kazakhstan
2021/09/25,South Korea,Japan,33,24,W,AsianChampionship,2021,Jordan,South Korea
2022/11/24,India,Iran,35,43,W,AsianChampionship,2022,South Korea,Iran
2022/11/24,Australia,South Korea,9,48,W,AsianChampionship,2022,South Korea,South Korea
2022/11/25,Uzbekistan,Iran,32,35,W,AsianChampionship,2022,South Korea,Iran
2022/11/25,India,South Korea,8,38,W,AsianChampionship,2022,South Korea,South Korea
2022/11/27,India,Uzbekistan,28,22,W,AsianChampionship,2022,South Korea,India
2022/11/27,Iran,Australia,43,15,W,AsianChampionship,2022,South Korea,Iran
2022/11/28,Australia,India,30,42,W,AsianChampionship,2022,South Korea,India
2022/11/28,Uzbekistan,South Korea,21,41,W,AsianChampionship,2022,South Korea,South Korea
2022/11/30,Australia,Uzbekistan,26,36,W,AsianChampionship,2022,South Korea,Uzbekistan
2022/11/30,South Korea,Iran,41,11,W,AsianChampionship,2022,South Korea,South Korea
2022/11/24,China,Kazakhstan,28,26,W,AsianChampionship,2022,South Korea,China
2022/11/24,Thailand,Japan,9,44,W,AsianChampionship,2022,South Korea,Japan
2022/11/25,Hong Kong,Kazakhstan,24,28,W,AsianChampionship,2022,South Korea,Kazakhstan
2022/11/25,China,Japan,26,29,W,AsianChampionship,2022,South Korea,Japan
2022/11/27,China,Hong Kong,36,21,W,AsianChampionship,2022,South Korea,China
2022/11/27,Kazakhstan,Thailand,30,24,W,AsianChampionship,2022,South Korea,Kazakhstan
2022/11/28,Thailand,China,13,36,W,AsianChampionship,2022,South Korea,China
2022/11/28,Hong Kong,Japan,7,42,W,AsianChampionship,2022,South Korea,Japan
2022/11/30,Thailand,Hong Kong,24,20,W,AsianChampionship,2022,South Korea,Thailand
2022/11/30,Japan,Kazakhstan,33,21,W,AsianChampionship,2022,South Korea,Japan
2022/12/02,Australia,Hong Kong,26,28,W,AsianChampionship,2022,South Korea,Hong Kong
2022/12/02,India,Thailand,37,25,W,AsianChampionship,2022,South Korea,India
2022/12/02,Kazakhstan,Uzbekistan,30,28,W,AsianChampionship,2022,South Korea,Kazakhstan
2022/12/03,Thailand,Uzbekistan,39,35,W,AsianChampionship,2022,South Korea,Thailand
2022/12/03,India,Kazakhstan,31,42,W,AsianChampionship,2022,South Korea,Kazakhstan
2022/12/02,Japan,Iran,43,19,W,AsianChampionship,2022,South Korea,Japan
2022/12/02,South Korea,China,34,16,W,AsianChampionship,2022,South Korea,South Korea
2022/12/04,Iran,China,24,39,W,AsianChampionship,2022,South Korea,China
2022/12/04,Japan,South Korea,29,34,W,AsianChampionship,2022,South Korea,South Korea
2017/10/24,Puerto Rico,Mexico,33,29,W,CaribbeanCup,2017,Colombia,Puerto Rico
2017/10/24,Cuba,Venezuela,36,22,W,CaribbeanCup,2017,Colombia,Cuba
2017/10/24,Dominican Republic,Colombia,22,22,W,CaribbeanCup,2017,Colombia,Draw
2017/10/25,Mexico,Dominican Republic,32,31,W,CaribbeanCup,2017,Colombia,Mexico
2017/10/25,Colombia,Cuba,21,35,W,CaribbeanCup,2017,Colombia,Cuba
2017/10/25,Venezuela,Puerto Rico,29,30,W,CaribbeanCup,2017,Colombia,Puerto Rico
2017/10/26,Dominican Republic,Venezuela,27,27,W,CaribbeanCup,2017,Colombia,Draw
2017/10/26,Colombia,Mexico,19,29,W,CaribbeanCup,2017,Colombia,Mexico
2017/10/26,Cuba,Puerto Rico,32,17,W,CaribbeanCup,2017,Colombia,Cuba
2017/10/27,Cuba,Mexico,30,27,W,CaribbeanCup,2017,Colombia,Cuba
2017/10/27,Venezuela,Colombia,27,20,W,CaribbeanCup,2017,Colombia,Venezuela
2017/10/27,Puerto Rico,Dominican Republic,25,25,W,CaribbeanCup,2017,Colombia,Draw
2017/10/28,Mexico,Venezuela,35,33,W,CaribbeanCup,2017,Colombia,Mexico
2017/10/28,Puerto Rico,Colombia,35,26,W,CaribbeanCup,2017,Colombia,Puerto Rico
2017/10/28,Dominican Republic,Cuba,31,33,W,CaribbeanCup,2017,Colombia,Cuba
2017/10/29,Colombia,Venezuela,32,28,W,CaribbeanCup,2017,Colombia,Colombia
2017/10/29,Mexico,Dominican Republic,27,28,W,CaribbeanCup,2017,Colombia,Dominican Republic
2017/10/29,Cuba,Puerto Rico,30,32,W,CaribbeanCup,2017,Colombia,Puerto Rico
2017/10/24,Puerto Rico,Mexico,23,27,W,CaribbeanCup,2017,Colombia,Mexico
2017/10/24,Colombia,Cuba,23,36,W,CaribbeanCup,2017,Colombia,Cuba
2017/10/24,Dominican Republic,Venezuela,18,21,W,CaribbeanCup,2017,Colombia,Venezuela
2017/10/25,Mexico,Cuba,31,25,W,CaribbeanCup,2017,Colombia,Mexico
2017/10/25,Venezuela,Puerto Rico,21,29,W,CaribbeanCup,2017,Colombia,Puerto Rico
2017/10/25,Colombia,Dominican Republic,24,35,W,CaribbeanCup,2017,Colombia,Dominican Republic
