text,label,clean_text,token_length
"Cheung Kong, CapitaLand May Rise With Asian Real-Estate Stocks. Asian real-estate stocks such as Cheung Kong (Holdings) Ltd. and CapitaLand Ltd., among this quarter #39;s best performers, may extend the gains as economic growth spurs demand for homes.",Business,cheung kong capitaland rise asian realestate stock asian realestate stock cheung kong holdings ltd capitaland ltd quarter s good performer extend gain economic growth spur demand home,27
"Vauxhall Ellesmere Port Workers Facing Lay Offs. LONDON, October 19 /PRNewswire/ -- Workers at the Vauxhall plant in Ellesmere Port, Merseyside are facing lay off tomorrow following strike action taken at the Bochum plant in Germany over the job losses announced there last week.",Business,vauxhall ellesmere port worker face lay off london october prnewswire worker vauxhall plant ellesmere port merseyside face lie tomorrow follow strike action take bochum plant germany job loss announce week,30
"Big Upsets Shake Up AP Football Poll (AP). AP - For the first time this season, The Associated Press poll received a serious shake-up #151; just not at the top. Big wins by Auburn, Georgia, California and Purdue, combined with surprising losses by West Virginia, Ohio State and Fresno State helped to overhaul the media poll released Sunday.",Sports,big upset shake ap football poll ap ap time season associate press poll receive shakeup big win auburn georgia california purdue combine surprising loss west virginia ohio state fresno state help overhaul medium poll release sunday,36
"OPEC Hawks Want to Keep Prices High. Raise prices. Ease production. For weeks ahead of this week's OPEC meeting, hawks in the organization have been talking tough about the need to keep oil revenues high - and lowering output.",World,opec hawk want price high raise price ease production week ahead week opec meeting hawk organization talk tough need oil revenue high lower output,24
"Earnhardt closing in on Busch without lost points. Suddenly, the 25 points Dale Earnhardt Jr. lost for uttering a vulgarity during a live TV interview are looming very large indeed.",Sports,earnhardt close busch lose point suddenly point dale earnhardt jr lose utter vulgarity live tv interview loom large,18
"AL notables. The Yankees posted their 48th come-from-behind victory, most in the majors. Chris Young -- the Rangers' 16th starter this season -- became the first pitcher from Princeton to start a major league game since Dave Sisler of the 1961 Washington Senators.",Sports,al notable yankees post th comefrombehind victory major chris young ranger th starter season pitcher princeton start major league game dave sisler washington senator,24
"Actor Takes Center Stage as Disney Trial Grinds On. The actor Sidney Poitier became a witness in the trial of a suit against Walt Disney directors on Tuesday, and in so doing, he transformed a Delaware courtroom",Business,actor take center stage disney trial grind actor sidney poitier witness trial suit walt disney director tuesday transform delaware courtroom,20
"Saks to Close 11 Stores, 700 Jobs Cut. Retailer Saks Inc. (SKS.N: Quote, Profile, Research) on Friday said it will close eight of its luxury Saks Fifth Avenue stores and three of its lower-price Off 5th stores, resulting in a loss of 700 jobs at those stores.",Business,sak close store job cut retailer saks inc sksn quote profile research friday say close luxury sak fifth avenue store lowerprice th store result loss job store,27
"Delay could be merely a matter of hours. MIAMI -- Hurricane Jeanne forced the postponement of Sunday #39;s game between the Pittsburgh Steelers and the Miami Dolphins. The game has not been rescheduled, but ESPN #39;s Hank Goldberg reports that the NFL is",Sports,delay merely matter hour miami hurricane jeanne force postponement sunday s game pittsburgh steeler miami dolphin game reschedule espn s hank goldberg report nfl,24
"Iraq Cleric Agrees End Uprising, Fighting Continues. NAJAF, Iraq (Reuters) - A radical Iraqi cleric leading a Shi'ite uprising agreed Wednesday to disarm his militia and leave one of the country's holiest Islamic shrines after warnings of an onslaught by government forces.",World,iraq cleric agree end uprising fighting continue najaf iraq reuters radical iraqi cleric lead shiite uprising agree wednesday disarm militia leave countrys holy islamic shrine warning onslaught government force,29
"Argentina Completes Dream Team's Downfall (AP). AP - Bronze is the best the American men's basketball team can do, and the reason is simple: They were beaten by a better team, Argentina. Manu Ginobili scored 29 points to lead his nation to another victory over the country that used to dominate the sport, an 89-81 win in the Olympic semifinals Friday night.",Sports,argentina complete dream team downfall ap ap bronze good american mens basketball team reason simple beat well team argentina manu ginobili score point lead nation victory country dominate sport win olympic semifinal friday night,34
"NBA Wrap: Heat Stay Unbeaten with Win Over Wizards (Reuters). Reuters - Dwyane Wade continued his hot start to the 2004-05 campaign with a career-high 37 points, as the Miami Heat improved to 3-0 on the young season with a 118-106 win over the Washington Wizards.",Sports,nba wrap heat stay unbeaten win wizard reuters reuters dwyane wade continue hot start campaign careerhigh point miami heat improve young season win washington wizard,25
"Justice to Announce Cyber-Crime Crackdown. The Justice Department is set to announce a major crackdown on cyber-crime that will include arrests, subpoenas and property seizures of alleged e-mail spammers and online scam artists, according to law enforcement and industry sources. &lt;BR&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci_Tech,justice announce cybercrime crackdown justice department set announce major crackdown cybercrime include arrest subpoena property seizure allege email spammer online scam artist accord law enforcement industry source ltbrgtltfont faceverdanam sans serifarialhelvetica size colorgtltbgtthe washington postltbgtltfontgt,35
"Motorola 3rd-Qtr Net Quadruples; Market Share Drops (Update5). Motorola Inc., the world #39;s second- largest maker of mobile phones, said third-quarter profit quadrupled as new handset models increased sales.",Business,motorola rdqtr net quadruple market share drop update motorola inc world s second large maker mobile phone say thirdquarter profit quadruple new handset model increase sale,26
ESA #39;s lunar probe closes on target. In a matter of days the European Space Agency #39;s (ESA) SMART-1 spacecraft will enter orbit around the Moon. It will adjust its position and prepare for the scientific investigation of the lunar surface that will begin in January.,Sci_Tech,esa s lunar probe close target matter day european space agency s esa smart spacecraft enter orbit moon adjust position prepare scientific investigation lunar surface begin january,27
BT denies fiddling prices on Advent Calendar sales promo. URL 'manipulation' yields unpublished discounts,Sci_Tech,bt deny fiddle price advent calendar sale promo url manipulation yield unpublished discount,13
Putin Opines on Iraq Election Date (AP). AP - President Vladimir Putin said Tuesday he could not imagine how Iraqi elections scheduled for Jan. 30 could be held under current conditions.,World,putin opine iraq election date ap ap president vladimir putin say tuesday imagine iraqi election schedule jan hold current condition,20
"Rate Hike May Push Stock Market Lower. NEW YORK - Stocks are seen moving lower at the open Wednesday as investors come to grips with the Federal Reserve hiking its key rates by a quarter point to 1.75 percent. Dow Jones futures fell 14 points recently, while Nasdaq futures were down 2.50 points and S P futures dropped 1.80 points...",World,rate hike push stock market low new york stock see move lower open wednesday investor come grip federal reserve hike key rate quarter point percent dow jones futures fall point recently nasdaq future point s p future drop point,39
"Karzai Wins Afghan Election, Official Says. A UN worker sorts Hamid Karzai #39;s ballot papers at a counting center in Kabul on Tuesday, Oct. 26. 2004. With 97.7 percent of ballots counted, Karzai has 55.",World,karzai win afghan election official say un worker sort hamid karzai s ballot paper counting center kabul tuesday oct percent ballot count karzai,23
Georgia #39;s Ware raring to run. Just in time for No. 3 Georgia #39;s biggest game of the season thus far comes the return of one of the Bulldogs #39; biggest offensive weapons.,Sports,georgia s ware raring run time georgia s big game season far come return bulldog big offensive weapon,18
Level 3 to buy Sprint's dial-up business. The network service provider is spending $34 million on the dial-up Internet access business.,Sci_Tech,level buy sprint dialup business network service provider spend million dialup internet access business,14
"Liberals Dismayed by 'Moral Values' Claims (AP). AP - Family values, traditional values and now, ""moral values."" Most American adults would say they have them, and yet that two-word phrase is the focus of an ideological tug-of-war heightened by President Bush's re-election, with conservatives declaring principal ownership and liberals scrambling to challenge them.",World,liberal dismay moral value claim ap ap family value traditional value moral value american adult twoword phrase focus ideological tugofwar heighten president bushs reelection conservative declare principal ownership liberal scramble challenge,31
"Danes find a bridge to love (Chicago Tribune). Chicago Tribune - The train is sleek and fast that each night carries Christina Reves away from her country and toward her husband. It races through Denmark's scattered marshes and clicks over a bridge and across the water, stopping 35 minutes later in Sweden.",World,dane find bridge love chicago tribune chicago tribune train sleek fast night carry christina rev away country husband race denmark scatter marsh click bridge water stop minute later sweden,29
"Lotito: We #39;re Disappointed. Lazio only managed a 2-2 at home against Partizan Belgrade on Thursday night in the Uefa Cup, a result which disappointed all Biancoceleste supporters, in particular President Lotito.",Sports,lotito disappoint lazio manage home partizan belgrade thursday night uefa cup result disappoint biancoceleste supporter particular president lotito,18
"Feds Hunt Source of GOP Data. When contact info for Republican delegates got posted on the web, the Department of Justice subpoenaed an ISP, but now seems to be backing off. Ann Harrison reports from New York.",Sci_Tech,fed hunt source gop datum contact info republican delegate get post web department justice subpoena isp back ann harrison report new york,22
Mozilla backtracks in eBay privacy flap. The Mozilla Foundation has updated the German-language version of Firefox in a bid to defuse a growing controversy over the way its search toolbar handles private customer data.,Sci_Tech,mozilla backtrack ebay privacy flap mozilla foundation update germanlanguage version firefox bid defuse grow controversy way search toolbar handle private customer datum,22
"Down 19, Cavs rally past Suns. Cleveland #39;s 7-foot-3 center drained three long jumpers, including a tying 3-pointer at the end of regulation, and the Cavaliers rallied for a 114-109 overtime win against Phoenix on Wednesday night, the Suns #39; first loss this season.",Sports,cavs rally past sun cleveland s foot center drain long jumper include tie pointer end regulation cavalier rally overtime win phoenix wednesday night sun loss season,26
Greenspan Tries to Soothe Housing Worries. US Federal Reserve Chairman Alan Greenspan said on Tuesday that he did not foresee big price distortions developing in home prices and said Americans were handling their debts well.,Business,greenspan try soothe housing worry federal reserve chairman alan greenspan say tuesday foresee big price distortion develop home price say americans handle debt,23
"Dolby Labs files for IPO worth up to $460 million. WASHINGTON (Dow Jones/AP) -- Dolby Laboratories Inc., the developer of noise reduction systems for audio equipment, filed Friday to sell up to $460 million in stock in an initial public offering.",Business,dolby lab file ipo worth million washington dow jonesap dolby laboratory inc developer noise reduction system audio equipment file friday sell million stock initial public offering,26
"Cards DH Anderson Gets Postseason Start (AP). AP - Marlon Anderson got his first start of the postseason for the St. Louis Cardinals on Sunday night, serving as the designated hitter in the second game of the World Series.",Sports,cards dh anderson get postseason start ap ap marlon anderson get start postseason st louis cardinal sunday night serve designate hitter second game world series,25
"New Web Site Helps Compare Gasoline Prices. By MICHAEL RUBINKAM PHILADELPHIA (AP) -- Hate it when you fill 'er up and, five minutes later, spot another station selling gas for a nickel a gallon cheaper? Jason Toews, a 30-year-old computer programmer from the Minneapolis suburbs, hated it even more when he couldn't find an easy way to shop around. ""I even tried calling up some of the stations to find out what their prices are and they usually didn't like to tell you over the phone,"" he said...",Sci_Tech,new web site help compare gasoline price michael rubinkam philadelphia ap hate fill er minute later spot station sell gas nickel gallon cheap jason toews yearold computer programmer minneapolis suburb hat not find easy way shop try call station find price usually not like tell phone say,47
"Another Blow from the WTO. LOS ANGELES - 09/09/04 - For the third time in as many weeks, the World Trade Organization has handed down decisions against US ruling against US anti-dumping and cotton subsidy policies, and rejecting Washington #39;s appeal of an earlier ruling upholding",Business,blow wto los angeles time week world trade organization hand decision rule antidumping cotton subsidy policy reject washington s appeal early ruling uphold,23
"Stocks Slip on Oil, Dow Falls Below 10,000. NEW YORK - Oil prices reached a new high and sent stocks lower Monday, pushing the Dow Jones industrials back below 10,000. But with trading on Wall Street light and losses only moderate, investors seemed to be coming to terms with near- $50 per barrel crude...",World,stock slip oil dow fall new york oil price reach new high send stock low monday push dow jones industrial trading wall street light loss moderate investor come term near barrel crude,32
"Public value key to BBC websites. The BBC is to close some websites and invest in those that add ""sufficient public value"".",Sci_Tech,public value key bbc website bbc close website invest add sufficient public value,13
Legal Loophole Inflates Profits in Student Loans. The government is paying hundreds of millions of dollars in unnecessary subsidies to student loan companies even though the White House has the authority to cut them off.,Business,legal loophole inflate profit student loan government pay hundred million dollar unnecessary subsidy student loan company white house authority cut,20
"U.N. to Deliver Aid to Haiti After Floods. GONAIVES, Haiti - Bodies lay in growing piles outside morgues as U.N. peacekeepers planned the first major distribution of food and water Wednesday in this city devastated by floods that have torn apart families and left hungry crowds that have mobbed truckloads of aid...",World,un deliver aid haiti flood gonaive haiti body lie grow pile outside morgue un peacekeeper plan major distribution food water wednesday city devastate flood tear apart family leave hungry crowd mob truckload aid,33
AMD Releases New Mobile Sempron. Will the chip maker ever overcome Intel's advantage in the notebook market?,Sci_Tech,amd release new mobile sempron chip maker overcome intel advantage notebook market,12
North Korea Says Talks with U.S. Are Pointless (Reuters). Reuters - North Korea described President Bush on Monday as a tyrannical political imbecile who put Adolf Hitler in the shade and said Pyongyang could see no justification for talks with his administration.,World,north korea say talk pointless reuters reuters north korea describe president bush monday tyrannical political imbecile adolf hitler shade say pyongyang justification talk administration,24
"Russia Blames Terrorism for Downed Jet. MOSCOW - Russian officials accused terrorists Friday after the wreckage of one of two crashed jetliners revealed traces of an explosive used in earlier attacks blamed on Chechen rebels, while an Islamic group claimed its suicide attackers brought down both planes. At least one crash was ""the result of a terrorist act,"" a spokesman for the Federal Security Service, Sergei Ignatchenko, told the ITAR-Tass news agency...",World,russia blame terrorism down jet moscow russian official accuse terrorist friday wreckage crashed jetliner reveal trace explosive early attack blame chechen rebel islamic group claim suicide attacker bring plane crash result terrorist act spokesman federal security service sergei ignatchenko tell itartass news agency,43
"AT amp;T settles investor suit. AT amp;T, the largest US long-distance telephone company, agreed Tuesday to pay $100 million to settle a lawsuit by shareholders who said the company lied about its financial health.",Business,ampt settle investor suit ampt large longdistance telephone company agree tuesday pay million settle lawsuit shareholder say company lie financial health,21
"Firefox hits 10-million mark. Firefox, the open-source challenger to market heavyweight Internet Explorer, has surpassed 10 million downloads in a little more than a month since the browser was released in November.",Sci_Tech,firefox hit million mark firefox opensource challenger market heavyweight internet explorer surpass million download little month browser release november,19
"Sports: Sanchez wins 400 hurdles. ATHENS, Greece The Dominican Republic has its first Olympic gold medal. Felix Sanchez won the men #39;s 400 meter hurdles in 47-point-63 seconds.",Sports,sport sanchez win hurdle athens greece dominican republic olympic gold medal felix sanchez win man s meter hurdle point second,20
"Bush, Kerry Pause to Trade Barbs on Iraq (AP). AP - President Bush and rival Sen. John Kerry paused from private debate practice on Monday to accuse each other of a lack of clarity on Iraq as they campaigned in ""must win"" states for each #151; the Republican incumbent in Ohio and his Democratic challenger in Wisconsin.",World,bush kerry pause trade barb iraq ap ap president bush rival sen john kerry pause private debate practice monday accuse lack clarity iraq campaign win state republican incumbent ohio democratic challenger wisconsin,32
"Group urges EPA to cut pollution. If the government required deeper cuts in air pollution from power plants, at least 3,000 lives would be saved and 140,000 children would avoid asthma and other respiratory ailments, an environmental group said Tuesday.",Sci_Tech,group urge epa cut pollution government require deep cut air pollution power plant life save child avoid asthma respiratory ailment environmental group say tuesday,24
Colo. Senate Candidates Clash Over Terror (AP). AP - The candidates for Colorado's tightly contested open Senate seat #151; beer heir Peter Coors and state Attorney General Ken Salazar #151; clashed Sunday over whether Osama bin Laden deserves the death penalty and the legal age for drinking.,World,colo senate candidate clash terror ap ap candidate colorado tightly contest open senate seat beer heir peter coors state attorney general ken salazar clash sunday osama bin laden deserve death penalty legal age drink,34
Telstra for sale at $5 a share. TREASURER Peter Costello yesterday declared Telstra would not be sold until its share price was more than $5. That came despite the Coalition having secured a Senate majority.,World,telstra sale share treasurer peter costello yesterday declare telstra sell share price come despite coalition having secure senate majority,19
"Standard Chartered targets Absa - report. Asia focused bank Standard Chartered is eyeing Absa, after Barclays said it was in talks with South Africa #39;s biggest bank, the Times has reported.",Business,standard charter target absa report asia focus bank standard chartered eye absa barclay say talk south africa s big bank time report,22
Asteroid Toutatis Makes Closest Pass in 651 Years (Reuters). Reuters - An asteroid named for a Celtic god of war will come as close to Earth this week as it has since 1353.,Sci_Tech,asteroid toutatis make close pass year reuter reuters asteroid name celtic god war come close earth week,17
SuperFerry sinking a terrorist attack. A bomb probably planted by the Abu Sayyaf caused the fire that sank the SuperFerry 14 and killed over 100 people last Feb. 27 in what could have been the countrys worst terrorist attack,World,superferry sink terrorist attack bomb probably plant abu sayyaf cause fire sink superferry kill people feb countrys bad terrorist attack,20
"Composer reiterates anti-Jewish comments. Greek composer Mikis Theodorakis, who outraged Jews in November by calling them quot;the root of evil, quot; is at it again, this time saying Jews control the worlds banks and the mass media.",Business,composer reiterate antijewish comment greek composer mikis theodorakis outrage jews november call quotthe root evil quot time say jews control world bank mass medium,24
"Bryant Hot, But Magic Hotter in Win. The Magic couldn #39;t stop Kobe Bryant in the fourth quarter Friday night, but they discovered something many NBA teams may be learning this season -- they didn #39;t have to.",Sports,bryant hot magic hotter win magic couldn t stop kobe bryant fourth quarter friday night discover nba team learn season didn t,22
Investigators Find Steroids. A search of a warehouse used by the coach at the center of a doping scandal involving the country's star sprinters uncovered small amounts of anabolic steroids.,Sports,investigator find steroid search warehouse coach center doping scandal involve countrys star sprinter uncover small amount anabolic steroid,18
"Magic acquire Brandon Hunter from Bobcats. Orlando, FL (Sports Network) - The Orlando Magic acquired forward Brandon Hunter from the Charlotte Bobcats on Monday in exchange for guard Keith Bogans.",Sports,magic acquire brandon hunter bobcat orlando fl sport network orlando magic acquire forward brandon hunter charlotte bobcat monday exchange guard keith bogans,22
"Oil Marches Toward #36;50, Weighs on Stocks (Reuters). Reuters - Oil prices marched toward #36;50 a barrel on Friday, weighing on Asian stock markets as investors fretted over the impact of high energy costs on corporate profits, consumer spending and economic growth in general.",Business,oil march weigh stock reuters reuters oil price march barrel friday weigh asian stock market investor fret impact high energy cost corporate profit consumer spending economic growth general,28
"Hurricane Impact Drives Up Jobless Claims. WASHINGTON (Reuters) - The number of Americans lining up to claim an initial week of jobless aid climbed more than expected last week, primarily because of hurricanes that have battered Florida, putting many people out of work, the government said on Thursday.",Business,hurricane impact drive jobless claim washington reuters number americans line claim initial week jobless aid climb expect week primarily hurricane batter florida put people work government say thursday,28
"UPDATE 3-American Greetings posts profit, starts dividend. Greeting card maker American Greetings Corp. (AM.N: Quote, Profile, Research) on Wednesday posted a quarterly profit, reversing a year-earlier loss, as licensing income and lower costs offset flat sales.",Business,update american greeting post profit start dividend greeting card maker american greetings corp amn quote profile research wednesday post quarterly profit reverse yearearli loss license income low cost offset flat sale,31
"Philo is in the know. Normally, there are few sure things in golf, but here's something we can be certain of: The lads in today's final pairing at the 84th New England PGA Championship at Brae Burn Country Club will not require introductions.",Sports,philo know normally sure thing golf here certain lad todays final pairing th new england pga championship brae burn country club require introduction,23
"Moody #39;s may cut HCA #39;s rating deeper into junk. Moody #39;s Investors Service on Wednesday said it may cut its bond ratings on HCA Inc. (HCA.N: Quote, Profile, Research) deeper into junk, citing the hospital operator #39;s plan to buy back about $2.",Business,moody s cut hca s rating deeply junk moody s investor service wednesday say cut bond rating hca inc hcan quote profile research deeply junk cite hospital operator s plan buy,31
Sony readies high-definition camcorder. The electronics giant is betting that consumers are ready to spend a couple grand to up the quality of their home movies.,Sci_Tech,sony ready highdefinition camcorder electronics giant bet consumer ready spend couple grand quality home movie,15
Chechen capital empties ahead of election to replace slain leader (AFP). AFP - Chechnya's capital Grozny emptied as residents fearing rebel raids fled a day before an election to replace their slain pro-Moscow leader.,World,chechen capital empty ahead election replace slain leader afp afp chechnyas capital grozny empty resident fear rebel raid flee day election replace slain promoscow leader,25
"Saks Slips Into Surprise Loss in 3rd Qtr.. NEW YORK (Reuters) - Department store operator Saks Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SKS.N target=/stocks/quickinfo/fullquote""&gt;SKS.N&lt;/A&gt; on Tuesday posted an unexpected loss for its third quarter, hurt by hurricanes in the southeastern United States and charges for the closure of some stores.",Business,saks slip surprise loss rd qtr new york reuters department store operator saks inc lta href targetstocksquickinfofullquotegtsksnltagt tuesday post unexpected loss quarter hurt hurricane southeastern united states charge closure store,30
"Putin Signs Bill to Ratify Kyoto Protocol. President Vladimir Putin makes a speech as he hosts Russia #39;s Olympic athletes at a Kremlin banquet in Moscow, Thursday, Nov. 4, 2004.",World,putin sign bill ratify kyoto protocol president vladimir putin make speech host russia s olympic athlete kremlin banquet moscow thursday nov,21
"Shadow Of Iraq Hangs Over UN Meet. UNITED NATIONS (AFP) - US President George W. Bush and UN Secretary General Kofi Annan were set to trade barbs on the opening day of the two-week session of the UN General Assembly, with the aftershocks of the Iraq war still at the top of the",World,shadow iraq hang un meet united nations afp president george w bush un secretary general kofi annan set trade barb opening day twoweek session un general assembly aftershock iraq war,30
"Intel shifts course on processors. Intel Corp. took a huge step Tuesday away from its usual strategy of pushing the need for speed, announcing that it will offer microprocessors with dual cores across all product lines starting next year.",Sci_Tech,intel shift course processor intel corp take huge step tuesday away usual strategy push need speed announce offer microprocessor dual core product line start year,25
Wal-Mart study shows clear bias. A last-ditch $3 million ad campaign for Proposition 72 features Wal-Mart as a health-insurance miser. The ads even led Wal-Mart to contribute to the quot;no quot; campaign quot;to defend (its) honor.,Business,walmart study show clear bias lastditch million ad campaign proposition feature walmart healthinsurance miser ad lead walmart contribute quotno quot campaign quotto defend honor,24
"Spaniards Garcia, Lara lead in Spain. Sergio Garcia shot 4-under-par 67 in the wind Thursday to share the first-round lead at the Volvo Masters with fellow Spaniard Jose Manuel Lara, who was stung by a bee early in his round.",Sports,spaniards garcia lara lead spain sergio garcia shoot underpar wind thursday share firstround lead volvo master fellow spaniard jose manuel lara sting bee early round,25
"Nepalese Rebel Blockade Cuts Roads to Kathmandu, Reuters Says. Aug. 18 (Bloomberg) -- Road traffic to Nepal #39;s capital, Kathmandu, stopped as communist rebels began a blockade of the city to demand the release of insurgents, Reuters reported.",World,nepalese rebel blockade cut road kathmandu reuter say aug bloomberg road traffic nepal s capital kathmandu stop communist rebel begin blockade city demand release insurgent reuter report,27
MOFA says cross-strait issue misinterpreted. Minister of Foreign Affairs Mark Chen () yesterday blamed the uneven levels of democratization in Singapore and Taiwan for Prime Minister Lee Hsien Loong #39;s () refusal on Sunday to support Taiwan if it provoked cross-strait conflict over,World,mofa say crossstrait issue misinterpret minister foreign affair mark chen yesterday blame uneven level democratization singapore taiwan prime minister lee hsien loong s refusal sunday support taiwan provoke crossstrait conflict,30
"Will favorites finally win one?. Just why the United States team is considered the favorite in the Ryder Cup is a bit of a mystery, given the simple fact that the European team is 5-3-1 in the last nine matches.",Sports,favorite finally win united states team consider favorite ryder cup bit mystery give simple fact european team match,18
"Microsoft Asks EU Court to Suspend Antitrust Ruling (Update1). Microsoft Corp., the world #39;s largest software maker, asked a European Union court to suspend an order by antitrust regulators forcing it to disclose information on the inner workings of its Windows product to competitors.",Business,microsoft ask eu court suspend antitrust ruling update microsoft corp world s large software maker ask european union court suspend order antitrust regulator force disclose information inner working window product competitor,31
"NASA to Track Odd Explosions. NASA plans to launch a new space telescope later this month capable of spinning around at a moment #39;s notice to catch sight of the elusive, brief and powerful explosions that send blasts of light and radiation screaming through our universe every day.",Sci_Tech,nasa track odd explosion nasa plan launch new space telescope later month capable spin moment s notice catch sight elusive brief powerful explosion send blast light radiation scream universe day,30
"Ferrari picks TCS for Formula One IT needs. Tata Consultancy Services Ltd will provide IT and engineering services to Scuderia Ferrari for development of formula one (F1) racing car for the racing season beginning next March, making it the first Indian company to enter the F1 stadium in the global",Business,ferrari pick tcs formula need tata consultancy services ltd provide engineering service scuderia ferrari development formula f race car racing season begin march make indian company enter f stadium global,30
"Santomero Says Rates 'Still Stimulative'. MADRID (Reuters) - U.S. interest rates are still stimulative but should return to ""more normal levels"" as expansion continues, Philadelphia Federal Reserve President Anthony Santomero said on Saturday.",Business,santomero say rate stimulative madrid reuters interest rate stimulative return normal level expansion continue philadelphia federal reserve president anthony santomero say saturday,22
Many Beslan victims gravely ill. Fifty victims of the Beslan school siege remain in a serious condition in Moscow hospitals.,World,beslan victim gravely ill victim beslan school siege remain condition moscow hospital,12
"Japan to Seek Missile Info at Talks with N.Korea. TOKYO (Reuters) - Japan will seek an explanation at weekend talks with North Korea on activity indicating Pyongyang may be preparing a missile test, although Tokyo does not think a launch is imminent, Japan's top government spokesman said.",World,japan seek missile info talk nkorea tokyo reuters japan seek explanation weekend talk north korea activity indicate pyongyang prepare missile test tokyo think launch imminent japans government spokesman say,29
"Feds Ply Waters Off Ga., Seek Lost H-Bomb (AP). AP - Experts dragged sensors from boats and divers scooped soil from the ocean bottom Thursday, looking for radioactive clues to the location of a hydrogen bomb lost off the Georgia coast in 1958.",Sci_Tech,fed ply water ga seek lose hbomb ap ap expert drag sensor boat diver scoop soil ocean thursday look radioactive clue location hydrogen bomb lose georgia coast,27
"No Longer A Rumour.... In a move likely to raise many eyebrows and many hopes around the Emerald City, the Seattle Seahawks have acquired Jerry Rice from the Oakland Raiders for a conditional seventh-round draft pick.",Sports,long rumour likely raise eyebrow hope emerald city seattle seahawk acquire jerry rice oakland raider conditional seventhround draft pick,19
British scientists oppose clone ban. British scientists were backing Sunday a campaign to stop the United States from creating a worldwide ban on all types of human cloning.,Sci_Tech,british scientist oppose clone ban british scientist back sunday campaign stop united states create worldwide ban type human cloning,19
"Sox Fans Buy Souvenirs, Wonder About 2005 (AP). AP - The line at the souvenir store curved around the corner, about the length of a Mark Bellhorn homer into Pesky's Pole. Thousands of fans yearned to wear the words ""Boston Red Sox"" and ""World Series Champions"" on the same shirt. One of them wasn't sure what he wanted on the back.",Sports,sox fan buy souvenir wonder ap ap line souvenir store curve corner length mark bellhorn homer peskys pole thousand fan yearn wear word boston red sox world series champion shirt not sure want,33
"Clue to nicotine addiction found. They hope their findings, published in Science, may lead to new drugs to help smokers quit. It is thought nicotinic acetylcholine receptors found on the surface of brain cells are key.",Sci_Tech,clue nicotine addiction find hope finding publish science lead new drug help smoker quit think nicotinic acetylcholine receptor find surface brain cell key,23
"Green Bay Packers. GREEN BAY, Wisconsin (Ticker) -- Ahman Green and Brett Favre once again turned Lambeau Field into a home-field advantage. Green rushed for 163 yards and two touchdowns and Favre threw for two scores as the",Sports,green bay packers green bay wisconsin ticker ahman green brett favre turn lambeau field homefield advantage green rush yard touchdown favre throw score,23
"Sick Arafat Leaves for Treatment in Paris. RAMALLAH, West Bank - Palestinian leader Yasser Arafat left the West Bank early Friday in a Jordanian military helicopter on his way to receive treatment in Paris for an ailment that has left him haggard and weak.",World,sick arafat leave treatment paris ramallah west bank palestinian leader yasser arafat leave west bank early friday jordanian military helicopter way receive treatment paris ailment leave haggard weak,28
"Fable Feels Like Unfinished Tale. Fable succeeds as a plain-ol' fantasy action game where you kill things to buy stuff to kill bigger things. But given the expectations that preceeded it, the game is ultimately disappointing. Lore Sjberg reviews Fable.",Sci_Tech,fable feel like unfinished tale fable succeed plainol fantasy action game kill thing buy stuff kill big thing give expectation preceede game ultimately disappointing lore sjberg review fable,28
"PlayStation Portable spoils gamers.. Sony Computer Entertainment Inc. (SCE) made another hit. After optimizing the PlayStation 2 multiple times, they now decided to give the Portable market a chance.",Sci_Tech,playstation portable spoil gamer sony computer entertainment inc sce hit optimize playstation multiple time decide portable market chance,18
Sharon contacts Labor on govt coalition. Israeli Prime Minister Ariel Sharon has approached the opposition Labor party with a tentative offer to join his coalition in hopes of avoiding early elections and saving his Gaza withdrawal plan.,World,sharon contact labor govt coalition israeli prime minister ariel sharon approach opposition labor party tentative offer join coalition hope avoid early election save gaza withdrawal plan,26
"Premiers differ on air security plan. THE Federal Government #39;s plan to boost security at regional airports was inadequate because it did not include permanent passenger screening, Victorian Premier Steve Bracks said today.",World,premier differ air security plan federal government s plan boost security regional airport inadequate include permanent passenger screen victorian premier steve brack say today,24
The Best in The Business. Charlie Weis will be named the next head football coach at Notre Dame tomorrow during a Monday morning press conference. The New England Patriots offensive coordinator is known as one of the rising stars in,Sports,good business charlie weis name head football coach notre dame tomorrow monday morning press conference new england patriot offensive coordinator know rise star,23
Comcast Subpoenas Elected Leaders In Montgomery Who Favored Union. Two Montgomery County Council members who supported a campaign by employees of Comcast Cable Communications to form a union have been subpoenaed by company attorneys in a federal labor relations case involving a Rockville man who says he was illegally fired by the firm.,Sci_Tech,comcast subpoenas elect leader montgomery favor union montgomery county council member support campaign employee comcast cable communication form union subpoena company attorney federal labor relation case involve rockville man say illegally fire firm,33
